NO. ,DOI Number,Author,Publication Date,Chemical Formula,Material,Metal,A Cation,ETL,Substrate,Solvent,Full Device,Perovskite Thickness (nm),Temperature Fabrication,Relative Humidity,Bandgap,Open-Circuit Voltage (Voc),Short-Circuit Current Density (Jsc),Fill Factor (FF),PCE%
80,10.1021/acssuschemeng.8b05734,Zhang et al.,09/01/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | ITO,DMF,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,450,105,30,1.64,0.98,11.98,0.48,5.7
81,10.1021/acssuschemeng.8b05734,Zhang et al.,09/01/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | FTO,DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,450,115,30,1.68,0.82,4.42,0.434,1.6
82,10.1021/acssuschemeng.8b05734,Zhang et al.,09/01/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | ITO,DMF; DMSO,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,125,30,1.47,0.98,15.1,0.543,8
83,10.1021/acssuschemeng.8b05734,Zhang et al.,09/01/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | ITO,DMF; DMSO,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,135,30,1.73,0.97,14.28,0.516,6.6
84,10.1021/jacs.8b13104,Zhang et al.,16/01/2019,GUMAPbI,Guanidinium Methylammonium Lead - (GUMAPbI),Au,GU; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,135,20,1.75,1.15,18.8,0.678,14.65
85,10.1002/aenm.201803384,Ke et al.,21/01/2019,(3AMP)FAMAPbI,3-Aminopropylmethylammonium Formamidinium Methylammonium Lead Iodide - ((3AMP)FAMAPbI),Ag,(3AMP); FA; MA,C60 | BCP,SLG | FTO,DMF; DMSO,SLG | FTO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,420,130,20,1.71,1.08,13.36,0.778,11.18
86,10.1021/acs.chemmater.8b04531,Chen et al.,24/01/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,270,130,20,1.65,1.14,16,0.6,11.04
87,10.1016/j.electacta.2019.02.071,Wang et al.,15/02/2019,(APMim)Pb(PF6)PF6,Allylphosphonium Methylimidazolium Lead Hexafluorophosphate - ((APMim)Pb(PF6)PF6),Au,(APMim),TiO2-c,SLG | FTO,DMSO,SLG | FTO | TiO2-c | Perovskite | CuSeCN | Au,500,120,35,1.5,1.05,22.9,0.719,17.3
88,10.1016/j.electacta.2019.02.071,Wang et al.,15/02/2019,(APMim)PbBrI,Allylphosphonium Methylimidazolium Lead Bromide Iodide - ((APMim)PbBrI),Au,(APMim),TiO2-c,SLG | FTO,DMSO,SLG | FTO | TiO2-c | Perovskite | CuSeCN | Au,500,120,35,1.5,0.99,24.1,0.713,17
89,10.1016/j.electacta.2019.02.071,Wang et al.,15/02/2019,(APMim)PbBrI,Allylphosphonium Methylimidazolium Lead Bromide Iodide - ((APMim)PbBrI),Au,(APMim),TiO2-c,SLG | FTO,DMSO,SLG | FTO | TiO2-c | Perovskite | CuSeCN | Au,500,110,35,1.5,1.01,23.2,0.721,16.9
90,10.1021/acsaem.8b01964,Thote et al.,08/03/2019,(PEA)CsFAPbI,Phenylethylammonium Cesium Formamidinium Lead Iodide,Ag,(PEA); Cs; FA,SnO2-c,SLG | ITO,DMF; NMP,SLG | ITO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,500,87,20,1.4,1.05,25.3,0.72,20.2
91,10.1021/acsaem.8b01964,Thote et al.,08/03/2019,(PEA)CsFAPbI,Phenylethylammonium Cesium Formamidinium Lead Iodide,Ag,(PEA); Cs; FA,PCBM-60 | C60 | BCP,SLG | ITO,DMF; NMP,SLG | ITO | PTAA | Perovskite | PCBM-60 | C60 | BCP | Ag,500,95,20,1.4,1.02,24.6,0.72,18.2
92,10.1021/acsaem.8b01964,Thote et al.,08/03/2019,(PEA)CsFAPbI,Phenylethylammonium Cesium Formamidinium Lead Iodide - ((PEA)CsFAPbI),Ag,(PEA); Cs; FA,PCBM-60 | C60 | BCP,SLG | ITO,DMF; NMP,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | C60 | BCP | Ag,500,110,30,1.4,0.86,25.1,0.76,15.5
93,10.1016/j.jpowsour.2019.03.037,Xue et al.,18/03/2019,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Ag,(PEA); MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,450,130,35,1.56,1.02,14.34,0.38,5.57
94,10.1002/solr.201800357,Mao et al.,28/03/2019,BAFAMAPbI,Butylammonium Formamidinium Methylammonium Lead Iodide. - (BAFAMAPbI),Ag,BA; FA; MA,PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,500,120,30,1.67,1.079,17.25,0.775,14.41
95,10.1002/solr.201800357,Mao et al.,28/03/2019,BAFAMAPbI,Butylammonium Formamidinium Methylammonium Lead Iodide. - (BAFAMAPbI),Ag,BA; FA; MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,500,165,20,1.659,1.093,12.01,0.721,9.47
96,10.1021/acsenergylett.9b00403,Jiang et al.,02/05/2019,BACsFAMAPbI,Butylammonium Cesium Formamidinium Methylammonium Lead Iodide - (BACsFAMAPbI),Ag,BA; Cs; FA; MA,PCBM-60 | BCP,SLG | ITO,DMSO; GBL,SLG | ITO | MoO3 | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,300,110,30,1.59,1.54,14.7,0.68,15.58
97,10.1021/acsenergylett.9b00403,Jiang et al.,02/05/2019,BAFAMAPbI,Butylammonium Formamidinium Methylammonium Lead Iodide. - (BAFAMAPbI),Ag,BA; FA; MA,PCBM-60 | BCP,SLG | ITO,DMSO; GBL,SLG | ITO | MoO3 | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,450,85,35,1.58,1.07,16.3,0.441,12.74
98,10.1021/acsenergylett.9b00403,Jiang et al.,02/05/2019,BACsFAMAPbI,Butylammonium Cesium Formamidinium Methylammonium Lead Iodide - (BACsFAMAPbI),Ag,BA; Cs; FA; MA,PCBM-60 | BCP,SLG | ITO,DMSO; GBL,SLG | ITO | MoO3 | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,110,30,1.59,1.07,19,0.72,14.64
99,10.1021/acsenergylett.9b00403,Jiang et al.,02/05/2019,BACsMAPbI,Butylammonium Cesium Methylammonium Lead Iodide - (BACsMAPbI),Ag,BA; Cs; MA,PCBM-60 | BCP,SLG | ITO,DMSO; GBL,SLG | ITO | MoO3 | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,125,30,1.63,0.89,22.8,0.932,12.08
100,10.1002/anie.201902959,Lian et al.,08/05/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,500,105,33,1.65,1.1,16.74,0.77,13.46
101,10.1002/anie.201902959,Lian et al.,08/05/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,500,110,35,1.668,0.79,6.95,0.42,2.32
102,10.1002/advs.201900548,Yan et al.,18/05/2019,(TEA)MAPbI,Tetraethylammonium Methylammonium Lead Iodide - ((TEA)MAPbI),Al,(TEA); MA,PCBM-60 | Bphen,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Bphen | Al,500,200,20,1.65,0.9,19.01,0.66,11.32
103,10.1002/advs.201900548,Yan et al.,18/05/2019,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Al,(PEA); MA,PCBM-60 | Bphen,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Bphen | Al,500,80,30,1.72,1.06,12.73,0.68,9.19
104,10.1039/c9ta03022k,Tian et al.,18/05/2019,(PEA)FAMAPbI,Phenethylammonium Formamidinium Lead Iodide - ((PEA)FAMAPbI),Ag,(PEA); FA; MA,PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PTAA | PFN | Perovskite | PCBM-60 | BCP | Ag,500,228,30,1.61,1.14,15.34,0.69,12.7
105,10.1039/c9ta03022k,Tian et al.,18/05/2019,(PEA)FAMAPbI,Phenethylammonium Formamidinium Lead Iodide - ((PEA)FAMAPbI),Ag,(PEA); FA; MA,PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PTAA | Perovskite | PCBM-60 | BCP | Ag,500,107,30,1.64,1.14,13.31,0.68,9.2
106,10.1039/c9ta01569h,Jung,21/05/2019,HAMAPbI,Hexylammonium Methylammonium Lead Iodide - (HAMAPbI),Au,HA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,198,20,1.96,0.72,13.61,0.601,5.9
107,10.1002/admi.201900517,Huang et al.,11/06/2019,CsBiI,Cesium Bismuth Iodide - (CsBiI),Au,Cs,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,210,20,1.71,0.62,7.66,0.32,1.49
108,10.1002/anie.201905690,Gao et al.,20/06/2019,BACsFAMAPbI,Butylammonium Cesium Formamidinium Methylammonium Lead Iodide - (BACsFAMAPbI),Au,BA; Cs; FA; MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,110,33,1.48,1.13,18.23,0.69,17.43
109,10.1002/anie.201905690,Gao et al.,20/06/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,85,15,1.55,1.03,16.12,0.47,14.97
110,10.1002/adma.201901966,Li et al.,3/7/2019,BACsFAMAPbBrI,Butylammonium Cesium Formamidinium Methylammonium Lead Bromide Iodide - (BACsFAMAPbBrI),Au,BA; Cs; FA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au,200,100,30,1.589,1.1,20.81,0.613,13.96
111,10.1002/adma.201901966,Li et al.,03/07/2019,BACsFAMAPbBrI,Butylammonium Cesium Formamidinium Methylammonium Lead Bromide Iodide - (BACsFAMAPbBrI),Au,BA; Cs; FA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au,200,100,30,1.589,1.1,20.81,0.613,13.96
112,10.1002/adma.201901966,Li et al.,03/07/2019,(BEA)CsFAMAPbBrI,Benzylammonium Ethylammonium Formamidinium Lead Iodide - ((BEA)CsFAMAPbBrI),Au,(BEA); Cs; FA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au,500,155,35,1.589,1.1,21.89,0.722,17.39
113,10.1002/adma.201901966,Li et al.,03/07/2019,(BEA)CsFAMAPbBrI,Benzylammonium Ethylammonium Formamidinium Lead Iodide - ((BEA)CsFAMAPbBrI),Au,(BEA); Cs; FA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au,500,125,30,1.589,1.1,21.89,0.722,17.39
114,10.1039/c9ta04658e,Lian et al.,26/07/2019,BAGUMAPbI,Butylammonium Guanidinium Methylammonium Lead Iodide - (BAGUMAPbI),Ag,BA; GU; MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PCP-Na | Perovskite | PCBM-60 | BCP | Ag,500,157,20,1.61,1.17,16.9,0.81,15.86
115,10.1002/adma.201901673,Shi et al.,05/08/2019,(4FPEA)MAPbI,4-Fluorophenylethylammonium Methylammonium Lead Iodide - ((4FPEA)MAPbI),Ag,(4FPEA); MA,PCBM-60 | PEI,SLG | ITO,DMF,SLG | ITO | PTAA | Perovskite | PCBM-60 | PEI | Ag,200,100,30,1.55,1.14,18.65,0.808,17.25
116,10.1002/adma.201901673,Shi et al.,05/08/2019,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Ag,(PEA); MA,PCBM-60 | PEI,SLG | ITO,DMF,SLG | ITO | PTAA | Perovskite | PCBM-60 | PEI | Ag,200,100,30,1.59,1.13,13.9,0.677,10.64
117,10.1016/j.nanoen.2019.104050,Gu et al.,30/08/2019,GUMAPbI,Guanidinium Methylammonium Lead - (GUMAPbI),Ag,GU; MA,PCBM-60 | LiF,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | LiF | Ag,500,170,30,1.6,1.08,20.75,0.745,15.89
118,10.1002/cssc.201901948,Zheng et al.,02/09/2019,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Au,EA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.43,1.06,22.11,0.72,16.93
119,10.1002/cssc.201901948,Zheng et al.,02/09/2019,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.57,1.05,21.58,0.72,16.4
120,10.1002/cssc.201901948,Zheng et al.,02/09/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.671,1.05,21.4,0.718,16.08
121,10.1002/cssc.201901948,Zheng et al.,02/09/2019,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Au,EA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.53,1.05,21.77,0.7,16.05
122,10.1002/cssc.201901948,Zheng et al.,02/09/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.47,1.06,20.46,0.69,14.99
123,10.1002/cssc.201901948,Zheng et al.,02/09/2019,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.59,1.04,18.95,0.7,13.97
124,10.1002/cssc.201901948,Zheng et al.,02/09/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.69,1.01,17.84,0.62,11.28
125,10.1002/cssc.201901948,Zheng et al.,02/09/2019,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.56,0.97,15.3,0.47,8.52
126,10.1002/cssc.201901948,Zheng et al.,02/09/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.78,0.99,12.99,0.56,7.21
127,10.1002/cssc.201901948,Zheng et al.,02/09/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,300,110,30,1.59,1.04,18.82,0.67,13.17
128,10.1002/cssc.201901948,Zheng et al.,02/09/2019,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Au,EA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,305,115,20,1.69,0.97,17.59,0.59,10.26
129,10.1002/cssc.201901948,Zheng et al.,02/09/2019,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Au,EA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,450,130,30,1.54,1.03,20.9,0.7,15.17
130,10.1002/cssc.201901948,Zheng et al.,02/09/2019,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,90,35,1.64,1.06,20.53,0.7,15.22
131,10.1002/cssc.201901948,Zheng et al.,02/09/2019,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Au,EA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,85,30,1.59,1.02,20.54,0.607,12.71
132,10.1002/cssc.201901948,Zheng et al.,02/09/2019,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,90,30,1.67,1.02,17.96,0.65,12.04
133,10.1021/jacs.9b06418,Jeon et al.,18/09/2019,(HEA)CsFAPbBrI,Phenylethylammonium Cesium Formamidinium Lead Iodide,Au,(HEA); Cs; FA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,15,1.63,1.14,20.18,0.681,18.79
134,10.1021/jacs.9b06418,Jeon et al.,18/09/2019,(PEA)CsFAPbI,Phenylethylammonium Cesium Formamidinium Lead Iodide - ((PEA)CsFAPbI),Au,(PEA); Cs; FA,SnO2-c,SLG | ITO,DMF; NMP,SLG | ITO | SnO2-c | Perovskite | Carbon-nt | Spiro-MeOTAD | Au,500,130,25,1.54,1.09,23.1,0.67,17.2
135,10.1021/jacs.9b06418,Jeon et al.,18/09/2019,(PEA)CsFAPbI,Phenylethylammonium Cesium Formamidinium Lead Iodide - ((PEA)CsFAPbI),Au,(PEA); Cs; FA,SnO2-c,SLG | ITO,DMF; NMP,SLG | ITO | SnO2-c | Perovskite | Carbon-nt | Spiro-MeOTAD | Au,500,130,25,1.61,1.08,23,0.68,16.9
136,10.1002/aenm.201902529,Wang et al.,27/09/2019,(PEA)CsPbI,Phenethylammonium cesium lead iodide - ((PEA)CsPbI),Au,(PEA); Cs,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | PTAA | Au,500,200,35,1.71,0.991,19.51,0.704,13.29
137,10.1016/j.joule.2019.09.020,Zhang et al.,22/10/2019,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Ag,(PEA); MA,PCBM-60 | PEI,SLG | ITO,DMF; DMSO,SLG | ITO | PTAA | Perovskite | PCBM-60 | PEI | Ag,300,110,20,1.6,1.223,17.91,0.82,18.04
138,10.1002/admi.201901259,Xu et al.,11/11/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,PCBM-60,SLG | FTO,DMF; DMSO,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,500,225,30,1.633,1.16,17.57,0.684,13.92
139,10.1002/admi.201901259,Xu et al.,11/11/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,PCBM-60,SLG | FTO,DMF; DMSO,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,500,178,35,1.64,1.14,16.93,0.652,12.54
140,10.1021/acsenergylett.9b02366,Kuai et al.,12/11/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,150,80,35,1.55,1.08,17.1,0.623,11.3
141,10.1016/j.solener.2019.12.021,Zhao et al.,11/12/2019,(CPEA)MAPbI,Chlorophenylethylammonium Methylammonium Lead Iodide - ((CPEA)MAPbI),Au,(CPEA); MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,391,90,25,1.58,0.943,19.26,0.57,10.29
142,10.1039/c9ta11744j,Kong et al.,17/12/2019,(BDA)MAPbI,Benzylammonium Methylammonium Lead Iodide - ((BDA)MAPbI),Ag,(BDA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,400,110,35,1.6,1.08,6.02,0.62,5.19
143,10.1039/c9ta11744j,Kong et al.,17/12/2019,(BDA)MAPbI,Benzylammonium Methylammonium Lead Iodide - ((BDA)MAPbI),Ag,(BDA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,400,120,35,1.6,1.13,5.48,0.722,4.48
144,10.1039/c9ta11744j,Kong et al.,17/12/2019,(BDA)MAPbI,Benzylammonium Methylammonium Lead Iodide - ((BDA)MAPbI),Ag,(BDA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,400,130,35,2.536,1.07,1.67,0.617,1.1
145,10.1002/smtd.201900831,Li et al.,23/12/2019,(BDA)MAPbI,Benzylammonium Methylammonium Lead Iodide - ((BDA)MAPbI),Ag,(BDA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PTAA | Perovskite | PCBM-60 | BCP | Ag,200,100,30,1.56,1.1,15.72,0.738,13.13
146,10.1002/smtd.201900831,Li et al.,23/12/2019,(BDA)MAPbI,Benzylammonium Methylammonium Lead Iodide - ((BDA)MAPbI),Ag,(BDA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PTAA | Perovskite | PCBM-60 | BCP | Ag,500,85,30,1.69,1.18,8.99,0.598,6.34
147,10.1021/acs.jpclett.9b03414,Zhou et al.,06/01/2020,BDACsPbBrI,Benzylammonium Cesium Lead Bromide Iodide - (BDACsPbBrI),Au,BDA; Cs,TiO2-c | PCBM-60,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | PCBM-60 | Perovskite | P3HT | Au,380,95,25,1.9,1.1,14.09,0.52,7.94
148,10.1021/acs.jpclett.9b03414,Zhou et al.,06/01/2020,BDACsPbBrI,Benzylammonium Cesium Lead Bromide Iodide - (BDACsPbBrI),Au,BDA; Cs,TiO2-c | PCBM-60,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | PCBM-60 | Perovskite | P3HT | Au,380,90,25,1.9,0.96,14.51,0.51,7.35
149,10.1021/acs.jpclett.9b03414,Zhou et al.,06/01/2020,BDACsPbBrI,Benzylammonium Cesium Lead Bromide Iodide - (BDACsPbBrI),Au,BDA; Cs,TiO2-c | PCBM-60,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | PCBM-60 | Perovskite | P3HT | Au,380,90,25,1.91,1.11,12.83,0.49,4.09
150,10.1002/solr.201900463,Lee et al.,24/01/2020,(PEA)FAMAPbBrI,Phenylethylammonium Formamidinium Methylammonium Lead Bromide Iodide,Au,(PEA); FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,85,30,1.59,1.1,23.1,0.756,19.1
151,10.1002/solr.201900463,Lee et al.,24/01/2020,(HEA)CsFAPbBrI,Phenylethylammonium Formamidinium Methylammonium Lead Bromide Iodide,Au,(HEA); Cs; FA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,85,15,1.64,1.1,22.81,0.796,19.02
152,10.1039/c9nr10382a,Pan et al.,09/03/2020,(Cl-PEA)MAPbI,Chlorophenylethylammonium Methylammonium Lead Iodide - ((Cl-PEA)MAPbI),Ag,(Cl-PEA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,295,110,20,1.49,0.94,12.408,0.678,7.91
153,10.1039/c9nr10382a,Pan et al.,09/03/2020,(Cl-PEA)MAPbI,Chlorophenylethylammonium Methylammonium Lead Iodide - ((Cl-PEA)MAPbI),Ag,(Cl-PEA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,200,20,1.64,1.01,15.46,0.705,11.01
154,10.1002/adma.202001470,Lai et al.,06/07/2020,(ThMA)FAPbI,Thiophene Methylammonium Formamidinium Lead Iodide - ((ThMA)FAPbI),Ag,(ThMA); FA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,300,110,35,1.5,0.964,22.03,0.75,15.93
155,10.1002/adma.202001470,Lai et al.,06/07/2020,(NH4)FAMAPbBrI,Thiophene Methylammonium Formamidinium Lead Iodide,Au,(NH4); FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,464,200,30,1.541,1.09,22.25,0.764,18.53
156,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PCBM-60,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Au,500,80,50,1.6,1.12,18.1,0.66,13.5
